Date,Interval,Queue,Total Input,Total Output,AHT (s),Avg. Latency (s),Employee Count Login
17-Feb,8,Alpha,129,117,"33,91","232,37",9
17-Feb,8,Bravo,71,66,"4,16","86,59",5
17-Feb,8,Charly,40,87,"37,07","2467,01",3
17-Feb,8,Delta,0,11,"31,4","16385,18",2
17-Feb,9,Alpha,145,122,"39,28","287,71",6
17-Feb,9,Bravo,95,98,"3,93","78,91",3
17-Feb,9,Charly,50,0,0,0,0
17-Feb,9,Delta,0,0,0,0,0
17-Feb,10,Alpha,155,163,"37,28","477,27",11
17-Feb,10,Bravo,128,127,"3,64","78,09",4
17-Feb,10,Charly,49,79,"41,35","3411,19",2
17-Feb,10,Delta,0,0,0,0,0
17-Feb,11,Alpha,193,189,"33,92","323,89",10
17-Feb,11,Bravo,147,117,"4,02","87,66",6
17-Feb,11,Charly,43,33,"32,93","1327,73",3
17-Feb,11,Delta,2,3,"25,7",8551,2
17-Feb,12,Alpha,118,111,"35,27","311,51",8
17-Feb,12,Bravo,163,185,"3,63","173,84",7
17-Feb,12,Charly,44,4,"45,18","5534,75",1
17-Feb,12,Delta,0,1,"27,36",19325,1
17-Feb,13,Alpha,222,211,38,"293,11",15
17-Feb,13,Bravo,145,153,"3,72","87,8",6
17-Feb,13,Charly,56,113,"39,2","2980,19",6
17-Feb,13,Delta,0,1,"38,91",48977,1
17-Feb,14,Alpha,150,133,"37,31",387,10
17-Feb,14,Bravo,160,163,"4,32","67,44",7
17-Feb,14,Charly,46,47,"43,27","1457,6",3
17-Feb,14,Delta,47,4,"34,19",2241,2
17-Feb,15,Alpha,259,259,"41,42","336,76",13
17-Feb,15,Bravo,105,106,"4,04","147,9",3
17-Feb,15,Charly,51,48,"44,38","805,54",3
17-Feb,15,Delta,9,51,"36,22","2967,02",3
17-Feb,16,Alpha,152,126,"37,13","308,83",9
17-Feb,16,Bravo,88,87,"3,31","121,29",3
17-Feb,16,Charly,34,33,"38,91","1441,58",3
17-Feb,16,Delta,7,7,"62,71","1054,86",2
17-Feb,17,Alpha,141,151,"42,14","373,25",9
17-Feb,17,Bravo,106,106,"3,26","85,58",4
17-Feb,17,Charly,38,29,"39,15","1221,52",3
17-Feb,17,Delta,2,0,0,0,0
17-Feb,18,Alpha,146,124,"40,09","455,26",8
17-Feb,18,Bravo,137,133,"3,38","168,9",3
17-Feb,18,Charly,40,30,"46,28","3330,27",4
17-Feb,18,Delta,3,0,0,0,0
17-Feb,19,Alpha,162,157,"37,37","631,28",7
17-Feb,19,Bravo,407,293,"2,97","440,61",3
17-Feb,19,Charly,56,57,"38,29","1966,72",3
17-Feb,19,Delta,0,0,0,0,0
17-Feb,20,Alpha,147,140,"30,01","343,87",8
17-Feb,20,Bravo,156,273,"3,37","1097,13",3
17-Feb,20,Charly,44,76,"45,02","2261,68",4
17-Feb,20,Delta,0,0,0,0,0
17-Feb,21,Alpha,127,126,"34,94","254,51",7
17-Feb,21,Bravo,192,126,"4,32","992,15",2
17-Feb,21,Charly,45,31,"39,21","2184,61",2
17-Feb,21,Delta,0,6,"31,23","11953,5",1
17-Feb,22,Alpha,83,82,"34,74","313,3",6
17-Feb,22,Bravo,176,150,"3,67","1060,31",4
17-Feb,22,Charly,28,34,34,"904,68",2
17-Feb,22,Delta,3,3,"30,2","800,67",2
17-Feb,23,Alpha,57,54,"32,75","108,3",4
17-Feb,23,Bravo,148,226,"3,54","731,05",4
17-Feb,23,Charly,37,31,"33,56","1045,35",2
17-Feb,23,Delta,0,0,0,0,0
18-Feb,0,Alpha,33,29,"28,14","295,55",2
18-Feb,0,Bravo,102,112,"3,48","730,6",3
18-Feb,0,Charly,25,1,"36,57",3692,1
18-Feb,0,Delta,2,0,0,0,0
18-Feb,1,Alpha,9,10,"27,58","217,6",2
18-Feb,1,Bravo,61,65,"2,02","667,85",1
18-Feb,1,Charly,8,53,"31,62","4555,04",1
18-Feb,1,Delta,1,1,"38,28",2692,1
18-Feb,2,Alpha,21,19,"32,31","199,05",3
18-Feb,2,Bravo,44,34,"5,15","1226,91",1
18-Feb,2,Charly,8,7,"32,39","296,71",2
18-Feb,2,Delta,0,0,0,0,0
18-Feb,3,Alpha,7,7,"38,7","240,25",2
18-Feb,3,Bravo,56,58,"2,5","602,12",1
18-Feb,3,Charly,7,7,"36,45",202,2
18-Feb,3,Delta,0,2,"25,71","8505,5",1
18-Feb,4,Alpha,7,7,"29,16","209,17",3
18-Feb,4,Bravo,39,22,"2,29","1362,45",1
18-Feb,4,Charly,5,4,"28,79","95,25",2
18-Feb,4,Delta,0,0,0,0,0
18-Feb,5,Alpha,31,18,"40,43","437,39",2
18-Feb,5,Bravo,58,64,"4,54","1280,5",2
18-Feb,5,Charly,9,8,"42,72","267,63",2
18-Feb,5,Delta,0,0,0,0,0
18-Feb,6,Alpha,55,34,"40,83","949,17",4
18-Feb,6,Bravo,70,88,"5,24","187,16",2
18-Feb,6,Charly,23,0,0,0,0
18-Feb,6,Delta,0,0,0,0,0
18-Feb,7,Alpha,82,54,"32,99","404,76",4
18-Feb,7,Bravo,89,92,"5,05","151,17",3
18-Feb,7,Charly,33,12,"94,26","4874,17",1
18-Feb,7,Delta,0,0,0,0,0
18-Feb,8,Alpha,93,122,"39,1","1506,27",9
18-Feb,8,Bravo,90,78,"4,38",165,4
18-Feb,8,Charly,27,15,"52,57","7526,87",2
18-Feb,8,Delta,0,0,0,0,0
18-Feb,9,Alpha,124,124,"36,27","673,46",9
18-Feb,9,Bravo,98,110,"3,97","166,88",4
18-Feb,9,Charly,31,43,"41,82","6350,26",2
18-Feb,9,Delta,0,0,0,0,0
18-Feb,10,Alpha,152,122,"36,14","350,72",10
18-Feb,10,Bravo,107,107,"3,83","116,94",4
18-Feb,10,Charly,34,17,"46,78","6561,41",2
18-Feb,10,Delta,0,0,0,0,0
18-Feb,11,Alpha,148,152,"38,16","452,14",10
18-Feb,11,Bravo,124,121,"4,17","60,98",4
18-Feb,11,Charly,49,63,"46,48","5621,4",6
18-Feb,11,Delta,0,0,0,0,0
18-Feb,12,Alpha,143,129,"37,69","412,97",12
18-Feb,12,Bravo,135,137,"3,61","104,93",5
18-Feb,12,Charly,43,87,"38,13","1446,66",5
18-Feb,12,Delta,0,0,0,0,0
18-Feb,13,Alpha,132,132,"34,71","293,25",12
18-Feb,13,Bravo,131,129,"3,01","47,66",4
18-Feb,13,Charly,48,51,"35,52","323,04",4
18-Feb,13,Delta,1,0,0,0,0
18-Feb,14,Alpha,200,172,"38,45","193,19",12
18-Feb,14,Bravo,141,139,"3,47","61,12",4
18-Feb,14,Charly,37,37,"42,22","506,54",4
18-Feb,14,Delta,0,0,0,0,0
18-Feb,15,Alpha,191,166,"33,44","219,21",18
18-Feb,15,Bravo,107,108,"3,34","116,74",3
18-Feb,15,Charly,37,21,"32,31","433,62",3
18-Feb,15,Delta,9,4,"32,35","1450,5",1
18-Feb,16,Alpha,124,110,"33,81","231,8",14
18-Feb,16,Bravo,113,87,"3,37","172,17",4
18-Feb,16,Charly,38,54,"32,99","920,22",5
18-Feb,16,Delta,10,16,"27,84","1623,69",3
18-Feb,17,Alpha,127,117,"37,25","376,66",15
18-Feb,17,Bravo,104,131,"3,6","285,04",4
18-Feb,17,Charly,49,45,"37,33","377,13",3
18-Feb,17,Delta,0,0,0,0,0
18-Feb,18,Alpha,149,129,"37,83","439,5",11
18-Feb,18,Bravo,114,116,"3,79","940,9",3
18-Feb,18,Charly,55,48,"43,4","730,1",3
18-Feb,18,Delta,0,0,0,0,0
18-Feb,19,Alpha,150,150,"36,41",502,7
18-Feb,19,Bravo,124,120,"3,02","859,79",3
18-Feb,19,Charly,37,38,"32,62","300,53",2
18-Feb,19,Delta,0,0,0,0,0
18-Feb,20,Alpha,102,105,"37,66","418,49",7
18-Feb,20,Bravo,135,137,"2,99","141,47",3
18-Feb,20,Charly,23,18,"39,88","1862,06",2
18-Feb,20,Delta,0,0,0,0,0
18-Feb,21,Alpha,101,100,"31,48","384,21",5
18-Feb,21,Bravo,149,0,0,0,0
18-Feb,21,Charly,43,61,"37,17","1639,52",5
18-Feb,21,Delta,0,0,0,0,0
18-Feb,22,Alpha,73,74,"32,84","87,49",4
18-Feb,22,Bravo,172,318,"3,09","1817,33",4
18-Feb,22,Charly,37,26,"36,74","502,31",4
18-Feb,22,Delta,0,0,0,0,0
18-Feb,23,Alpha,53,49,"30,01","346,65",4
18-Feb,23,Bravo,131,136,"2,73","337,52",4
18-Feb,23,Charly,27,33,"36,34","591,64",2
18-Feb,23,Delta,0,0,0,0,0
19-Feb,0,Alpha,27,25,"28,06","255,12",2
19-Feb,0,Bravo,113,87,"3,01","301,37",3
19-Feb,0,Charly,18,0,0,0,0
19-Feb,0,Delta,0,0,0,0,0
19-Feb,1,Alpha,19,18,"32,83","115,39",1
19-Feb,1,Bravo,68,91,"3,57","660,59",1
19-Feb,1,Charly,15,36,"35,55","2161,61",2
19-Feb,1,Delta,0,0,0,0,0
19-Feb,2,Alpha,16,16,"31,86",96,3
19-Feb,2,Bravo,53,34,"2,36","628,24",1
19-Feb,2,Charly,11,13,"38,74","124,62",2
19-Feb,2,Delta,0,0,0,0,0
19-Feb,3,Alpha,14,12,"24,32","230,42",2
19-Feb,3,Bravo,45,57,"2,06","759,21",2
19-Feb,3,Charly,6,6,"33,63","259,83",2
19-Feb,3,Delta,0,0,0,0,0
19-Feb,4,Alpha,15,11,"27,04",181,3
19-Feb,4,Bravo,50,26,"4,32","831,38",1
19-Feb,4,Charly,4,3,"54,67",448,1
19-Feb,4,Delta,15,0,0,0,0
19-Feb,5,Alpha,33,28,"27,58","131,64",2
19-Feb,5,Bravo,68,84,"4,45","2192,87",1
19-Feb,5,Charly,14,9,"66,55","562,67",1
19-Feb,5,Delta,0,1,"40,26",1800,1
19-Feb,6,Alpha,40,38,"35,95","171,41",5
19-Feb,6,Bravo,76,94,"3,3","261,19",2
19-Feb,6,Charly,15,0,0,0,0
19-Feb,6,Delta,0,0,0,0,0
19-Feb,7,Alpha,82,74,"35,95","127,16",4
19-Feb,7,Bravo,75,75,"3,58","137,40",2
19-Feb,7,Charly,26,0,0,0,0
19-Feb,7,Delta,0,0,0,0,0
19-Feb,8,Alpha,92,88,"36,09","310,49",8
19-Feb,8,Bravo,97,97,"3,79","75,84",3
19-Feb,8,Charly,35,28,"56,41","6997,37",3
19-Feb,8,Delta,0,3,"39,68","13850,33",1
19-Feb,9,Alpha,110,94,"33,37","299,35",8
19-Feb,9,Bravo,102,102,"3,35","146,77",3
19-Feb,9,Charly,41,42,"46,61","4393,4",3
19-Feb,9,Delta,14,0,0,0,0
19-Feb,10,Alpha,121,114,"36,34","419,54",13
19-Feb,10,Bravo,134,135,"4,17","151,19",3
19-Feb,10,Charly,39,51,"60,57","5315,75",4
19-Feb,10,Delta,0,5,"26,72","6175,8",2
19-Feb,11,Alpha,148,129,"36,12","319,47",12
19-Feb,11,Bravo,168,156,"3,66","196,87",4
19-Feb,11,Charly,47,24,"35,37","4205,46",3
19-Feb,11,Delta,0,11,"37,73","13448,36",2
19-Feb,12,Alpha,140,136,"33,34","341,83",16
19-Feb,12,Bravo,129,132,"3,14","165,36",4
19-Feb,12,Charly,50,90,"55,82","3747,4",3
19-Feb,12,Delta,0,7,"30,09","25621,14",1
19-Feb,13,Alpha,177,160,"34,98","329,52",17
19-Feb,13,Bravo,158,162,"3,42","100,19",5
19-Feb,13,Charly,55,75,"50,63","486,16",3
19-Feb,13,Delta,0,0,0,0,0
19-Feb,14,Alpha,99,108,"35,75","602,12",12
19-Feb,14,Bravo,153,158,"3,06","65,65",5
19-Feb,14,Charly,35,38,"60,02","150,61",2
19-Feb,14,Delta,4,0,0,0,0
19-Feb,15,Alpha,152,144,"33,96","410,24",12
19-Feb,15,Bravo,124,122,"3,4","90,31",3
19-Feb,15,Charly,39,30,"35,84","171,33",6
19-Feb,15,Delta,0,4,"35,72","4009,5",1
19-Feb,16,Alpha,129,108,"34,9","477,59",12
19-Feb,16,Bravo,202,187,"4,02","141,42",3
19-Feb,16,Charly,34,43,"32,62","464,74",5
19-Feb,16,Delta,0,0,0,0,0
19-Feb,17,Alpha,135,139,"34,57","517,57",10
19-Feb,17,Bravo,124,141,"3,74","605,02",3
19-Feb,17,Charly,52,45,"53,5","306,76",5
19-Feb,17,Delta,0,0,0,0,0
19-Feb,18,Alpha,119,99,"34,72","224,93",12
19-Feb,18,Bravo,133,131,"4,38","188,48",3
19-Feb,18,Charly,34,32,"38,37","1250,94",3
19-Feb,18,Delta,1,3,"28,89","33234,33",1
19-Feb,19,Alpha,142,139,"32,35","578,21",8
19-Feb,19,Bravo,146,144,"3,42","311,28",3
19-Feb,19,Charly,44,47,"62,54","613,43",3
19-Feb,19,Delta,0,0,0,0,0
19-Feb,20,Alpha,115,104,"40,01","778,95",9
19-Feb,20,Bravo,170,41,"2,94","1711,63",1
19-Feb,20,Charly,64,8,36,3170,2
19-Feb,20,Delta,0,0,0,0,0
19-Feb,21,Alpha,120,131,"34,19","629,31",7
19-Feb,21,Bravo,188,206,"4,25","3490,65",4
19-Feb,21,Charly,43,80,"36,2","2318,7",4
19-Feb,21,Delta,0,0,0,0,0
19-Feb,22,Alpha,82,77,"32,08","164,11",6
19-Feb,22,Bravo,146,203,"4,03","1020,30",3
19-Feb,22,Charly,35,37,"45,06","1849,84",2
19-Feb,22,Delta,0,0,0,0,0
19-Feb,23,Alpha,53,44,"33,2","710,27",6
19-Feb,23,Bravo,112,169,"3,45","1112,60",4
19-Feb,23,Charly,32,48,"54,49","1387,52",4
19-Feb,23,Delta,0,0,0,0,0
20-Feb,0,Alpha,43,51,"35,64","460,2",3
20-Feb,0,Bravo,102,98,"2,26","128,03",3
20-Feb,0,Charly,25,33,"36,02","770,94",2
20-Feb,0,Delta,0,0,0,0,0
20-Feb,1,Alpha,28,24,"29,08","235,67",4
20-Feb,1,Bravo,73,73,"1,89","1198,14",1
20-Feb,1,Charly,12,13,"45,83",264,2
20-Feb,1,Delta,0,0,0,0,0
20-Feb,2,Alpha,14,16,"29,14","202,81",1
20-Feb,2,Bravo,135,137,"3,97","583,2",1
20-Feb,2,Charly,17,16,"32,17","97,56",2
20-Feb,2,Delta,0,0,0,0,0
20-Feb,3,Alpha,12,9,"34,27","171,67",3
20-Feb,3,Bravo,50,33,"1,87","252,91",1
20-Feb,3,Charly,1,2,"49,32","406,5",1
20-Feb,3,Delta,0,0,0,0,0
20-Feb,4,Alpha,14,10,"29,95",391,3
20-Feb,4,Bravo,40,60,"2,45","539,38",2
20-Feb,4,Charly,6,6,"24,14","268,17",3
20-Feb,4,Delta,5,0,0,0,0
20-Feb,5,Alpha,27,25,"30,46","361,36",5
20-Feb,5,Bravo,61,61,"2,13","472,44",2
20-Feb,5,Charly,13,5,"56,56",1001,1
20-Feb,5,Delta,0,0,0,0,0
20-Feb,6,Alpha,57,55,"36,1","351,51",2
20-Feb,6,Bravo,85,85,"4,81","86,27",2
20-Feb,6,Charly,29,24,"46,36","1540,83",1
20-Feb,6,Delta,0,5,"38,77","5911,8",1
20-Feb,7,Alpha,81,64,"33,54","329,67",3
20-Feb,7,Bravo,87,86,"4,84","66,48",2
20-Feb,7,Charly,25,20,"61,11","2802,65",1
20-Feb,7,Delta,0,0,0,0,0
20-Feb,8,Alpha,107,91,"37,31","552,76",6
20-Feb,8,Bravo,86,84,"4,76","70,64",3
20-Feb,8,Charly,32,28,"38,93","2737,82",2
20-Feb,8,Delta,0,0,0,0,0
20-Feb,9,Alpha,106,104,"37,79","924,12",7
20-Feb,9,Bravo,93,95,"5,03","69,78",3
20-Feb,9,Charly,27,9,"45,03","2276,89",2
20-Feb,9,Delta,0,0,0,0,0
20-Feb,10,Alpha,164,169,"37,67","610,15",9
20-Feb,10,Bravo,103,104,"3,61","192,79",3
20-Feb,10,Charly,46,74,"32,49","2615,59",3
20-Feb,10,Delta,0,0,0,0,0
20-Feb,11,Alpha,185,173,"38,61","523,29",10
20-Feb,11,Bravo,128,127,"4,5","44,37",4
20-Feb,11,Charly,57,0,0,0,0
20-Feb,11,Delta,0,0,0,0,0
20-Feb,12,Alpha,151,157,"37,46","406,24",11
20-Feb,12,Bravo,134,135,"3,58","96,74",4
20-Feb,12,Charly,43,39,"46,79","4995,9",3
20-Feb,12,Delta,0,0,0,0,0
20-Feb,13,Alpha,155,150,"38,5","226,95",13
20-Feb,13,Bravo,140,131,"3,58","60,09",5
20-Feb,13,Charly,49,64,"36,61","4362,31",4
20-Feb,13,Delta,0,0,0,0,0
20-Feb,14,Alpha,167,140,"37,71","322,77",11
20-Feb,14,Bravo,130,136,"3,7","99,22",5
20-Feb,14,Charly,48,56,"39,29","4330,96",5
20-Feb,14,Delta,0,0,0,0,0
20-Feb,15,Alpha,210,210,"35,34","570,18",13
20-Feb,15,Bravo,137,135,"3,78","57,5",3
20-Feb,15,Charly,43,86,"57,36","1882,52",6
20-Feb,15,Delta,8,0,0,0,0
20-Feb,16,Alpha,159,136,"37,78","354,77",12
20-Feb,16,Bravo,103,104,"2,79","90,8",4
20-Feb,16,Charly,51,55,"52,63",157,5
20-Feb,16,Delta,9,9,"39,96","2017,44",1
20-Feb,17,Alpha,155,153,"37,21","422,94",12
20-Feb,17,Bravo,108,105,"2,34","94,73",3
20-Feb,17,Charly,63,64,"43,2","142,97",4
20-Feb,17,Delta,0,0,0,0,0
20-Feb,18,Alpha,143,123,"35,69","422,21",10
20-Feb,18,Bravo,130,133,"2,68","83,59",3
20-Feb,18,Charly,43,38,"51,56","150,16",4
20-Feb,18,Delta,0,0,0,0,0
20-Feb,19,Alpha,150,155,"30,36","571,81",8
20-Feb,19,Bravo,154,71,"2,73","609,56",2
20-Feb,19,Charly,59,17,"27,99","2514,12",5
20-Feb,19,Delta,10,2,"27,98",10248,1
20-Feb,20,Alpha,132,95,"32,79","322,42",7
20-Feb,20,Bravo,184,230,"3,16","1721,4",2
20-Feb,20,Charly,53,47,"56,62","4016,89",3
20-Feb,20,Delta,1,0,0,0,0
20-Feb,21,Alpha,109,125,"30,3","748,57",8
20-Feb,21,Bravo,208,248,"3,73","109,69",2
20-Feb,21,Charly,34,84,"45,98","2580,04",5
20-Feb,21,Delta,0,0,0,0,0
20-Feb,22,Alpha,91,81,"40,48","811,66",7
20-Feb,22,Bravo,165,166,"5,28","15,48",2
20-Feb,22,Charly,51,36,"36,41","279,92",4
20-Feb,22,Delta,0,0,0,0,0
20-Feb,23,Alpha,57,67,"36,08","602,13",5
20-Feb,23,Bravo,125,125,"4,12","92,44",2
20-Feb,23,Charly,31,51,"31,96","589,22",3
20-Feb,23,Delta,0,5,"32,75","22427,6",2
21-Feb,0,Alpha,28,31,"38,77","602,13",3
21-Feb,0,Bravo,76,76,"5,27","19,07",3
21-Feb,0,Charly,19,0,0,0,0
21-Feb,0,Delta,0,0,0,0,0
21-Feb,1,Alpha,27,25,"36,62","188,31",3
21-Feb,1,Bravo,97,97,"3,98","343,63",1
21-Feb,1,Charly,14,30,"29,17","1753,33",1
21-Feb,1,Delta,0,0,0,0,0
21-Feb,2,Alpha,9,7,"45,49","181,5",2
21-Feb,2,Bravo,45,43,"1,79","317,86",2
21-Feb,2,Charly,10,7,"25,72","585,43",2
21-Feb,2,Delta,0,0,0,0,0
21-Feb,3,Alpha,9,9,"39,02","1060,67",2
21-Feb,3,Bravo,30,30,"3,49","241,77",2
21-Feb,3,Charly,7,13,"33,88","563,69",2
21-Feb,3,Delta,0,0,0,0,0
21-Feb,4,Alpha,12,13,"28,31","75,23",3
21-Feb,4,Bravo,39,40,"6,98","641,83",2
21-Feb,4,Charly,11,8,"32,37","536,75",2
21-Feb,4,Delta,0,0,0,0,0
21-Feb,5,Alpha,38,30,"27,5","123,83",4
21-Feb,5,Bravo,72,73,"3,71","225,26",2
21-Feb,5,Charly,16,8,"44,49",160,2
21-Feb,5,Delta,0,0,0,0,0
21-Feb,6,Alpha,48,52,"38,48","444,19",4
21-Feb,6,Bravo,71,69,"3,72","91,35",2
21-Feb,6,Charly,14,23,"33,78","1801,17",2
21-Feb,6,Delta,6,0,0,0,0
21-Feb,7,Alpha,83,74,"35,51","112,69",2
21-Feb,7,Bravo,88,88,"4,03","97,93",2
21-Feb,7,Charly,30,2,"125,65",1926,2
21-Feb,7,Delta,0,0,0,0,0
21-Feb,8,Alpha,106,83,"35,11","413,71",6
21-Feb,8,Bravo,94,86,"4,1","53,52",3
21-Feb,8,Charly,23,3,"69,08","5278,67",1
21-Feb,8,Delta,13,17,"35,45","13007,24",2
21-Feb,9,Alpha,140,102,"44,21","1413,7",7
21-Feb,9,Bravo,94,104,"4,37","57,62",3
21-Feb,9,Charly,41,63,"48,68","4002,68",2
21-Feb,9,Delta,28,19,"30,63","4333,11",2
21-Feb,10,Alpha,154,182,"40,24","507,29",9
21-Feb,10,Bravo,109,106,"2,61","125,2",3
21-Feb,10,Charly,50,1,"35,26",3341,2
21-Feb,10,Delta,16,1,"37,51",54448,1
21-Feb,11,Alpha,164,161,"36,75","297,7",12
21-Feb,11,Bravo,153,155,"2,81","64,46",4
21-Feb,11,Charly,39,12,"38,15","7836,92",2
21-Feb,11,Delta,6,22,"41,89",15245,1
21-Feb,12,Alpha,124,109,"37,23","286,61",7
21-Feb,12,Bravo,160,159,"2,81","53,83",5
21-Feb,12,Charly,60,157,"41,6","3919,84",8
21-Feb,12,Delta,2,18,"29,69","13515,33",4
21-Feb,13,Alpha,182,124,"38,25","528,65",12
21-Feb,13,Bravo,114,115,"3,57","58,37",5
21-Feb,13,Charly,44,36,"38,62","761,25",3
21-Feb,13,Delta,0,4,"30,54","11414,75",3
21-Feb,14,Alpha,140,161,"37,25","1172,01",12
21-Feb,14,Bravo,170,170,"3,82","854,22",5
21-Feb,14,Charly,51,29,"46,73","1059,28",2
21-Feb,14,Delta,0,1,"36,6",14376,2
21-Feb,15,Alpha,155,146,"36,42","418,82",15
21-Feb,15,Bravo,102,102,"3,09","132,07",3
21-Feb,15,Charly,49,76,"36,72","1232,07",3
21-Feb,15,Delta,0,0,0,0,0
21-Feb,16,Alpha,145,129,"35,19","478,43",16
21-Feb,16,Bravo,116,115,"3,5","137,08",3
21-Feb,16,Charly,45,51,"33,28","354,82",5
21-Feb,16,Delta,0,0,0,0,0
21-Feb,17,Alpha,127,111,"32,03","427,08",14
21-Feb,17,Bravo,150,150,"2,74","83,55",3
21-Feb,17,Charly,62,51,"35,58","410,31",6
21-Feb,17,Delta,0,0,0,0,0
21-Feb,18,Alpha,128,105,"34,31","376,05",6
21-Feb,18,Bravo,139,138,"2,81","99,38",3
21-Feb,18,Charly,52,46,"29,12","359,24",4
21-Feb,18,Delta,0,0,0,0,0
21-Feb,19,Alpha,135,115,"33,92","395,04",10
21-Feb,19,Bravo,149,140,"3,38","125,45",3
21-Feb,19,Charly,58,27,"31,44","2884,63",3
21-Feb,19,Delta,69,10,"28,75","10278,6",1
21-Feb,20,Alpha,112,118,"37,58","670,84",5
21-Feb,20,Bravo,165,176,"3,19","1040,36",3
21-Feb,20,Charly,59,21,"33,46","4320,9",2
21-Feb,20,Delta,49,0,0,0,0
21-Feb,21,Alpha,88,84,"38,75","258,39",8
21-Feb,21,Bravo,201,146,"3,5","273,84",3
21-Feb,21,Charly,50,113,"42,06","3988,73",4
21-Feb,21,Delta,48,116,"21,81","4067,39",4
21-Feb,22,Alpha,70,71,"32,41","428,52",6
21-Feb,22,Bravo,160,206,"3,91","958,68",3
21-Feb,22,Charly,49,63,"41,12","536,7",3
21-Feb,22,Delta,16,52,"20,02","823,46",2
21-Feb,23,Alpha,47,43,"30,88","487,48",8
21-Feb,23,Bravo,138,110,"2,39","1067,75",3
21-Feb,23,Charly,33,45,"55,75","482,84",2
21-Feb,23,Delta,0,4,"35,76","6140,5",1
22-Feb,0,Alpha,26,20,"34,22","399,8",2
22-Feb,0,Bravo,89,103,"3,54","318,29",4
22-Feb,0,Charly,28,27,"49,71","526,81",2
22-Feb,0,Delta,4,0,0,0,0
22-Feb,1,Alpha,13,14,"30,62","448,36",3
22-Feb,1,Bravo,90,93,"4,75","716,43",1
22-Feb,1,Charly,21,22,"47,8","859,82",1
22-Feb,1,Delta,0,2,"40,6","5977,5",1
22-Feb,2,Alpha,7,10,"32,77","691,8",4
22-Feb,2,Bravo,45,56,"2,86","577,95",2
22-Feb,2,Charly,12,12,"95,09","305,5",1
22-Feb,2,Delta,0,3,"32,99",8981,1
22-Feb,3,Alpha,6,5,"21,92","177,2",2
22-Feb,3,Bravo,45,55,"5,67","1468,07",2
22-Feb,3,Charly,4,5,"23,42","689,2",2
22-Feb,3,Delta,0,0,0,0,0
22-Feb,4,Alpha,12,7,"38,05","432,86",4
22-Feb,4,Bravo,48,45,"3,73","1426,31",1
22-Feb,4,Charly,8,4,"26,96","497,25",2
22-Feb,4,Delta,0,0,0,0,0
22-Feb,5,Alpha,21,23,"39,17","247,39",4
22-Feb,5,Bravo,66,69,"3,94","259,28",3
22-Feb,5,Charly,12,10,"84,13","425,9",1
22-Feb,5,Delta,0,0,0,0,0
22-Feb,6,Alpha,49,38,"39,84","410,08",4
22-Feb,6,Bravo,75,72,"4,96","74,35",2
22-Feb,6,Charly,23,23,"40,8","1531,96",3
22-Feb,6,Delta,0,0,0,0,0
22-Feb,7,Alpha,73,54,"39,54","757,61",4
22-Feb,7,Bravo,72,74,"5,13","143,62",1
22-Feb,7,Charly,30,4,"47,17",1705,2
22-Feb,7,Delta,0,0,0,0,0
22-Feb,8,Alpha,114,118,"38,98","738,72",6
22-Feb,8,Bravo,79,80,"4,92","89,14",3
22-Feb,8,Charly,32,10,"32,21",4640,2
22-Feb,8,Delta,7,7,"21,4","655,29",2
22-Feb,9,Alpha,172,157,"34,6","388,86",4
22-Feb,9,Bravo,78,77,"3,56","84,12",3
22-Feb,9,Charly,36,34,"48,61","7057,97",4
22-Feb,9,Delta,100,65,"32,05","1260,09",6
22-Feb,10,Alpha,256,236,"39,04","452,5",15
22-Feb,10,Bravo,97,93,"7,29","164,92",3
22-Feb,10,Charly,53,0,0,0,0
22-Feb,10,Delta,18,4,"45,42","2951,5",4
22-Feb,11,Alpha,247,214,"41,74","420,77",14
22-Feb,11,Bravo,114,119,"5,39","204,87",3
22-Feb,11,Charly,47,53,"40,74","7843,21",2
22-Feb,11,Delta,5,0,0,0,0
22-Feb,12,Alpha,206,220,"37,55","460,88",13
22-Feb,12,Bravo,126,106,"3,25","169,39",4
22-Feb,12,Charly,64,116,"37,36","5010,01",4
22-Feb,12,Delta,49,1,"49,07",12110,1
22-Feb,13,Alpha,235,205,"36,89",281,12
22-Feb,13,Bravo,108,119,"3,54","232,68",4
22-Feb,13,Charly,68,84,"47,4","1959,5",4
22-Feb,13,Delta,0,87,"32,53","8100,54",8
22-Feb,14,Alpha,264,243,"38,45","621,62",16
22-Feb,14,Bravo,127,133,"4,01","134,41",5
22-Feb,14,Charly,40,20,"48,21","2447,7",3
22-Feb,14,Delta,1,11,"44,2","9284,82",3
22-Feb,15,Alpha,240,253,"35,99","336,38",19
22-Feb,15,Bravo,135,86,"3,44","1535,28",2
22-Feb,15,Charly,55,59,"40,27","4709,2",3
22-Feb,15,Delta,0,0,0,0,0
22-Feb,16,Alpha,195,188,"31,26","241,22",13
22-Feb,16,Bravo,89,131,"2,87","426,56",4
22-Feb,16,Charly,60,17,"39,1","5101,71",3
22-Feb,16,Delta,0,4,"22,84","13212,25",1
22-Feb,17,Alpha,256,219,"32,45","222,23",13
22-Feb,17,Bravo,181,190,"3,27","489,19",4
22-Feb,17,Charly,45,77,"37,84","5198,84",4
22-Feb,17,Delta,30,17,"33,66","1653,06",1
22-Feb,18,Alpha,222,223,"33,87","225,59",14
22-Feb,18,Bravo,140,136,"3,05","532,23",3
